$time_passes,$gvn,$instcombine,$inline,$jump_threading,$simplifycfg,$sccp,$print_used_types,$ipsccp,$iv_users,$licm,$<Performance
1,0,0,1,0,1,1,1,0,0,1,267.17
1,0,1,1,0,0,1,1,1,1,0,227.15
1,0,1,1,1,0,1,0,1,1,1,248.42
1,0,0,1,0,0,1,0,1,1,1,246.13
1,1,1,1,1,1,0,0,0,1,1,261.57
1,1,0,0,1,0,0,0,0,1,1,230.79
1,0,0,0,1,1,1,0,0,0,0,206.62
1,1,0,1,1,0,1,1,0,1,0,235.30
1,0,1,1,0,1,1,1,1,1,1,251.91
1,0,1,1,0,1,1,1,1,0,1,249.83
1,1,1,0,1,0,1,1,1,1,1,254.42
1,1,1,0,0,0,1,0,1,1,1,248.69
1,0,0,0,0,1,1,1,1,1,0,206.43
1,0,1,1,1,1,1,1,1,0,1,247.31
1,1,1,1,0,1,1,0,1,1,1,262.95
1,1,0,1,1,0,1,0,1,0,0,239.79
1,1,1,1,1,0,1,0,1,0,0,253.15
1,0,1,1,0,0,1,1,1,1,1,246.32
1,1,0,0,1,1,0,1,0,1,0,223.98
1,0,1,0,1,1,1,0,1,0,0,220.37
1,1,0,1,0,1,0,0,0,0,0,242.16
1,1,1,0,1,0,1,0,1,0,0,242.81
1,1,0,1,1,0,1,0,1,1,0,234.55
1,1,0,1,1,0,1,0,1,0,1,251.90
1,1,0,1,0,0,1,1,1,1,1,248.40
1,1,0,0,0,0,1,1,1,0,0,225.50
1,0,1,1,1,1,0,0,0,0,1,269.38
1,1,1,0,0,0,1,0,0,0,1,252.84
1,0,1,0,0,1,1,1,1,1,1,236.17
1,1,0,0,1,0,0,1,0,1,0,225.69
1,0,0,0,0,0,1,0,1,0,0,201.15
1,1,0,1,0,0,1,0,1,0,1,252.13
1,0,1,1,1,0,1,0,1,1,0,228.26
1,1,0,1,1,1,1,1,1,0,1,237.35
1,1,1,1,1,1,0,1,0,1,0,248.81
1,0,1,1,0,1,1,1,1,1,0,230.79
1,0,0,1,0,0,0,1,0,1,1,247.37
1,1,0,0,0,0,1,1,1,0,0,221.33
1,0,1,1,0,0,1,1,1,0,1,245.50
1,1,0,1,0,1,1,0,1,1,0,235.35
1,0,1,0,0,0,0,1,0,1,0,220.40
1,1,0,1,1,1,1,0,1,1,0,239.51
1,0,1,1,0,0,0,0,0,0,1,256.25
1,0,1,1,0,0,1,0,1,1,0,229.64
1,0,0,0,1,1,0,0,0,0,1,218.73
1,0,1,0,0,1,1,1,1,0,0,221.26
1,0,1,0,0,0,1,0,1,1,0,219.28
1,0,1,0,1,1,0,1,0,1,0,221.86
1,0,1,0,0,0,1,1,1,0,1,231.00
1,0,1,1,0,1,0,0,0,0,0,230.54
1,0,0,0,0,0,1,0,1,1,1,215.61
1,0,0,1,0,1,1,0,0,0,0,217.24
1,1,1,0,0,0,0,1,0,1,1,249.50
1,1,1,0,1,0,1,0,0,0,0,244.49
1,0,0,1,1,0,1,0,0,1,0,215.31
1,0,0,0,0,0,1,1,1,0,1,213.53
1,1,1,0,0,0,1,0,1,0,0,240.16
1,0,1,1,1,0,1,0,1,0,1,248.19
1,1,1,0,1,1,1,1,0,0,1,252.87
1,1,1,1,0,1,1,0,1,1,0,255.47
1,0,1,0,1,0,1,0,1,1,1,233.23
1,1,0,0,0,1,1,1,1,1,1,238.82
1,1,1,1,1,0,1,1,0,0,1,264.17
1,0,1,0,0,0,1,1,1,0,1,235.16
1,0,1,1,1,1,0,0,0,1,1,247.13
1,1,0,1,1,0,1,1,1,1,0,242.50
1,0,0,1,0,1,1,1,1,0,0,211.00
1,0,1,0,0,1,1,1,1,1,0,223.70
1,0,1,1,1,0,1,1,0,0,0,227.53
1,1,0,1,1,1,1,1,1,1,0,239.24
1,0,0,1,0,1,1,0,1,0,0,211.74
1,1,1,0,1,0,0,1,0,1,0,238.70
1,0,1,1,1,1,1,1,0,1,0,229.55
1,1,1,1,0,0,1,1,0,1,0,247.72
1,0,1,0,0,1,1,1,0,0,0,220.57
1,1,1,0,1,0,1,0,1,0,1,251.85
1,0,0,0,0,1,1,0,1,1,0,203.53
1,1,0,1,0,0,1,0,1,1,0,233.67
1,1,1,0,0,0,0,1,0,0,1,252.18
1,1,1,1,1,1,1,1,0,0,1,250.43
1,0,0,0,1,1,1,1,1,1,0,207.65
1,1,1,0,1,0,1,1,1,0,1,252.81
1,1,1,0,0,1,1,1,1,0,1,253.57
1,0,1,0,0,0,0,0,0,1,1,230.74
1,0,0,1,1,1,0,1,0,1,0,211.48
1,0,1,0,1,0,1,0,1,1,0,222.37
1,1,1,1,0,1,0,0,0,0,0,253.96
1,1,1,0,1,0,1,1,0,0,0,242.56
1,1,1,0,0,0,1,0,1,0,1,251.71
1,0,0,0,1,0,1,1,1,0,1,218.37
1,1,0,1,0,1,1,0,0,0,0,240.23
1,0,1,1,1,1,1,0,1,1,1,249.60
1,1,0,1,0,0,1,1,0,0,1,255.17
1,0,0,1,0,1,1,0,1,1,0,213.60
1,0,0,1,0,0,1,0,1,0,1,260.88
1,0,0,1,1,1,0,0,0,1,1,257.43
1,1,0,0,1,1,1,0,1,1,0,229.82
1,1,1,1,1,1,0,0,0,1,0,248.54
1,0,1,1,0,0,1,0,0,0,0,232.12
1,1,1,1,1,0,1,1,1,0,1,266.93
1,0,1,0,0,1,1,0,1,1,1,234.22
1,1,0,0,0,0,1,0,1,0,0,227.78
1,1,1,1,0,1,0,1,0,0,1,266.45
1,1,0,1,1,1,0,0,0,0,0,257.54
1,0,0,1,1,0,1,0,1,1,0,212.93
1,1,0,1,1,1,1,0,1,0,0,242.46
1,0,1,1,0,0,1,0,1,0,1,247.47
1,1,0,1,0,1,1,0,1,1,0,240.99
1,1,1,1,1,0,1,0,0,1,0,251.41
1,0,0,0,1,0,1,0,0,1,0,201.70
1,0,1,0,0,0,1,0,1,1,1,233.45
1,0,1,0,1,0,0,0,0,1,1,231.32
1,1,0,1,0,0,1,0,0,1,0,232.86
1,1,0,0,1,1,1,1,1,0,0,226.87
1,1,0,1,1,1,0,1,0,1,0,238.46
1,0,1,1,1,1,1,1,0,0,0,222.63
1,0,0,1,0,0,0,1,0,0,1,246.96
1,1,0,1,1,1,1,0,1,1,1,250.23
1,1,1,1,0,0,1,1,1,0,1,266.21
1,1,1,0,1,0,1,0,0,1,0,242.87
1,0,1,1,0,1,0,1,0,1,0,226.57
1,0,1,1,0,1,1,1,1,0,1,249.83
1,0,1,1,1,1,1,0,1,0,1,251.79
1,1,1,1,0,1,1,1,1,0,0,251.00
1,1,1,0,1,0,0,0,0,1,1,247.80
1,1,0,0,1,0,1,0,1,1,1,233.55
1,1,0,1,1,1,1,1,0,0,0,258.50
1,1,0,0,1,1,1,0,0,1,0,227.64
1,0,0,0,1,1,1,1,1,0,0,205.71
1,0,0,0,1,0,1,0,0,1,1,214.89
1,0,0,1,0,0,1,0,0,0,0,214.72
1,1,1,0,1,1,1,0,1,0,1,250.60
1,0,0,1,1,1,1,0,1,1,1,263.78
1,1,1,0,1,0,1,0,0,1,1,251.10
1,1,0,0,1,0,1,1,1,0,1,235.23
1,1,0,1,0,1,0,0,0,1,1,245.79
1,1,1,0,0,0,1,1,0,1,0,239.27
1,1,0,1,0,0,1,1,0,1,0,233.43
1,1,0,0,1,0,0,0,0,0,0,232.20
1,0,0,0,0,1,1,1,1,0,0,204.96
1,0,0,0,1,0,0,1,0,0,1,217.63
1,0,1,1,0,1,0,0,0,1,1,246.61
1,0,1,0,1,0,1,1,1,1,1,232.98
1,0,1,0,0,0,1,0,1,0,1,232.00
1,1,1,1,1,1,1,0,1,1,0,252.14
1,0,1,0,1,0,0,0,0,0,0,234.80
1,1,0,0,0,1,0,0,0,1,1,231.22
1,1,0,1,1,0,1,1,1,1,0,236.84
1,1,0,0,1,1,1,0,1,0,0,224.88
1,1,0,0,0,0,0,0,0,0,0,234.68
1,0,0,0,1,0,1,1,0,0,1,219.83
1,1,1,1,1,1,1,1,0,0,0,241.69
1,1,1,0,1,1,0,1,0,0,0,244.28
1,1,0,1,1,1,1,1,1,1,0,254.24
1,1,0,1,0,1,0,0,0,0,1,252.21
1,1,1,0,0,1,1,0,0,1,0,240.34
1,0,1,1,0,1,1,0,1,1,1,249.13
1,1,1,0,0,1,0,1,0,1,0,241.70
1,1,0,1,1,1,1,1,0,0,1,238.27
1,1,1,0,0,0,1,0,0,0,0,244.50
1,1,0,0,0,0,1,1,0,1,0,223.49
1,1,0,0,1,1,1,0,1,1,1,236.38
1,1,1,0,0,0,1,0,1,1,0,241.97
1,1,0,0,1,0,1,0,0,0,1,238.20
1,1,1,0,1,0,1,0,1,1,1,249.58
1,1,0,0,1,1,1,0,0,0,0,230.59
1,0,1,0,0,1,0,0,0,1,1,231.62
1,0,0,1,0,0,1,0,0,1,1,256.94
1,1,1,1,1,0,1,1,0,1,0,249.28
1,1,1,0,0,0,1,1,0,1,1,248.34
1,1,1,1,1,1,0,0,0,0,0,243.28
1,0,1,0,0,0,0,0,0,0,1,257.33
1,0,1,1,1,1,1,0,0,1,1,249.34
1,1,0,1,0,1,1,1,1,1,0,239.32
1,0,1,0,1,1,0,1,0,1,1,233.15
1,1,0,1,1,0,1,1,1,0,0,237.52
1,0,0,1,1,1,1,1,0,1,0,214.50
1,0,0,0,1,1,1,0,1,1,1,216.87
1,1,0,1,1,1,1,0,1,0,1,249.62
1,0,0,1,1,0,1,1,1,0,1,262.48
1,0,1,0,0,1,0,1,0,1,0,218.56
1,1,0,0,0,1,1,1,1,0,1,237.47
1,1,1,1,0,0,1,0,1,1,0,249.81
1,0,0,0,0,0,1,1,0,1,1,215.29
1,0,0,0,0,0,0,0,0,1,0,210.34
1,0,0,1,1,1,1,0,0,1,1,266.12
1,0,0,1,1,1,1,1,1,0,1,263.58
1,0,1,0,0,1,1,0,1,0,0,219.33
1,1,0,0,0,1,1,1,1,1,1,236.59
1,0,1,0,1,1,0,0,0,0,0,233.28
1,1,1,1,1,0,1,1,1,0,0,250.49
1,0,0,0,0,1,1,0,1,1,1,216.23
1,0,0,1,1,1,1,1,1,0,0,214.41
1,1,0,1,1,1,1,1,1,1,1,253.74
1,0,0,0,0,0,1,1,1,1,1,218.40
1,0,1,0,1,1,0,0,0,1,1,233.33
1,0,0,0,1,0,0,0,0,0,0,208.47
1,0,1,1,0,0,1,1,0,1,0,227.19
1,1,0,1,1,1,0,0,0,1,1,246.94
1,1,0,0,0,0,1,1,1,1,0,229.79
1,1,1,1,1,1,1,0,1,1,1,263.82
1,0,0,0,0,1,1,0,0,1,0,205.36
1,0,0,1,0,0,0,0,0,1,1,241.78
1,1,1,1,0,0,1,0,1,0,0,253.64
1,1,0,0,1,1,1,1,1,0,0,227.12
1,0,1,1,0,1,1,0,0,1,0,231.25
1,0,1,0,0,0,0,1,0,0,1,234.27
1,1,0,1,0,1,0,1,0,1,1,245.56
